Rank,Company,Country/Territory,Sales,Profits,Assets,Market Value,Industry,Founded,Chief Executive Officer,Employees
231,Nordea Bank,Sweden,15000000000.0,3600000000.0,630600000000.0,33900000000.0,Major Banks,1974,,30399.0
232,Aviva,United Kingdom,37900000000.0,2000000000.0,533299999999.99994,22000000000.0,Life & Health Insurance,2000,,30021.0
233,Target,United States,75400000000.0,2900000000.0,41300000000.0,43000000000.0,Discount Stores,1962,Brian C. Cornell,360000.0
234,Lowe's,United States,71300000000.0,2300000000.0,34600000000.0,90500000000.0,Home Improvement Retail,1946,Marvin R. Ellison,300000.0
235,General Dynamics,United States,36200000000.0,3300000000.0,45400000000.0,51100000000.0,Aerospace & Defense,1952,,105600.0
236,Repsol,Spain,58800000000.0,2700000000.0,69500000000.0,26000000000.0,Oil & Gas Operations,1986,,24506.0
237,AstraZeneca,United Kingdom,23900000000.0,2200000000.0,60700000000.0,99200000000.0,Pharmaceuticals,1999,,13000.0
238,Eli Lilly,United States,24600000000.0,3200000000.0,43900000000.0,119300000000.0,Pharmaceuticals,1876,David A. Ricks,38680.0
239,Continental,Germany,52400000000.0,3400000000.0,47400000000.0,35000000000.0,Auto & Truck Parts,1871,,243226.0
240,Charles Schwab,United States,11500000000.0,3700000000.0,282800000000.0,60800000000.0,Investment Services,1986,,19500.0
241,National Grid,United Kingdom,20000000000.0,4400000000.0,79200000000.0,36300000000.0,Electric Utilities,1990,,23023.0
242,Progressive,United States,33900000000.0,3000000000.0,48900000000.0,43800000000.0,Property & Casualty Insurance,1937,,37346.0
243,Tesco,United Kingdom,84300000000.0,1700000000.0,65200000000.0,31900000000.0,Food Retail,1919,,445311.0
244,Danone,France,29100000000.0,2800000000.0,50500000000.0,51200000000.0,Food Processing,1899,,105783.0
245,Poly Developments & Holdings Group,China,27000000000.0,2900000000.0,123300000000.0,24800000000.0,Real Estate,1992,,49127.0
246,Volvo Group,Sweden,44900000000.0,2900000000.0,53500000000.0,32799999999.999996,Heavy Equipment,1927,,105175.0
247,HCA Healthcare,United States,46700000000.0,3800000000.0,39200000000.0,39600000000.0,Healthcare Services,2010,Samuel N. Hazen,262000.0
248,Accenture,Ireland,42500000000.0,4500000000.0,27400000000.0,113900000000.0,Computer Services,1989,,459000.0
249,Central Japan Railway,Japan,16800000000.0,3900000000.0,83300000000.0,41800000000.0,Railroads,1987,,28706.0
250,East Japan Railway,Japan,27100000000.0,2700000000.0,74000000000.0,34700000000.0,Railroads,1987,,73053.0
251,China Unicom,Hong Kong,44100000000.0,1600000000.0,79700000000.0,37800000000.0,Telecommunications services,2000,,260964.0
252,Schneider Electric,France,30300000000.0,2800000000.0,48300000000.0,47600000000.0,Electrical Equipment,1836,,141446.0
253,Midea Group,China,39800000000.0,3100000000.0,37300000000.0,52200000000.0,Household Appliances,1968,,114765.0
254,KBC Group,Belgium,15000000000.0,2900000000.0,324400000000.0,31300000000.0,Regional Banks,1935,,42000.0
255,McDonald's,United States,21000000000.0,5900000000.0,32799999999.999996,148800000000.0,Restaurants,1955,Stephen J. Easterbrook,210000.0
256,Denso,Japan,48800000000.0,2400000000.0,51500000000.0,34900000000.0,Auto & Truck Parts,1949,,19204.0
257,JXTG Holdings,Japan,101800000000.0,3400000000.0,80900000000.0,16600000000.000002,Oil & Gas Operations,2010,,39784.0
258,Fresenius,Germany,39600000000.0,2400000000.0,64800000000.0,30600000000.0,Medical Equipment & Supplies,1912,,276750.0
259,BB&T,United States,13200000000.0,3200000000.0,227700000000.0,37700000000.0,Major Banks,1872,Kelly King,35852.0
260,Gree Electric Appliances,China,28500000000.0,4300000000.0,36000000000.0,53400000000.0,Household Appliances,1991,,85222.0
261,Anglo American,United Kingdom,27600000000.0,3600000000.0,52200000000.0,35900000000.0,Diversified Metals & Mining,1917,,69000.0
262,Møller-Maersk,Denmark,39000000000.0,3100000000.0,56600000000.0,28100000000.0,Other Transportation,1904,,79900.0
263,E.ON,Germany,35100000000.0,3800000000.0,64599999999.99999,24000000000.0,Electric Utilities,1929,,43302.0
264,MS&AD Insurance,Japan,46200000000.0,2100000000.0,206600000000.0,18000000000.0,Property & Casualty Insurance,2008,,41295.0
265,Huaxia Bank,China,20000000000.0,3100000000.0,379800000000.0,20100000000.0,Major Banks,1992,,42644.0
266,Bristol-Myers Squibb,United States,22600000000.0,5000000000.0,35000000000.0,74400000000.0,Pharmaceuticals,1887,Giovanni Caforio,23300.0
267,China Resources Land,Hong Kong,18400000000.0,3600000000.0,95500000000.0,29900000000.0,Real Estate,1994,,38087.0
268,Air Liquide,France,24800000000.0,2500000000.0,48000000000.0,56900000000.0,Specialized Chemicals,1902,,66000.0
269,EDF,France,81400000000.0,700000000.0,323700000000.0,43400000000.0,Electric Utilities,1955,,165790.0
270,Baoshan Iron & Steel,China,40000000000.0,3600000000.0,50800000000.0,25600000000.0,Iron & Steel,2000,,57154.0
271,Danaher,United States,20100000000.0,2400000000.0,47800000000.0,90700000000.0,Conglomerates,1969,,71000.0
272,Legal & General Group,United Kingdom,17500000000.0,2400000000.0,621200000000.0,22600000000.0,Life & Health Insurance,1836,,7629.0
273,EXOR,Netherlands,169100000000.0,1600000000.0,190100000000.0,15900000000.0,Investment Services,1927,,307637.0
274,Sun Life Financial,Canada,23400000000.0,2000000000.0,196000000000.0,24500000000.0,Life & Health Insurance,1865,,22318.0
275,BT Group,United Kingdom,31500000000.0,2700000000.0,60000000000.0,29600000000.0,Telecommunications services,2001,,105800.0
276,KB Financial Group,South Korea,27400000000.0,2800000000.0,431200000000.0,15900000000.0,Regional Banks,1963,,164.0
277,Northrop Grumman,United States,30100000000.0,3200000000.0,37700000000.0,47800000000.0,Aerospace & Defense,1939,,85000.0
278,Seven & I Holdings,Japan,61500000000.0,1800000000.0,52100000000.0,30300000000.0,Food Retail,2005,,53993.0
279,HP,United States,58700000000.0,4200000000.0,32500000000.0,31500000000.0,Computer Hardware,1939,Dion J. Weisler,55000.0
280,Nike,United States,38700000000.0,4200000000.0,22900000000.0,224300000000.0,Apparel/Accessories,1964,Mark G. Parker,73100.0
281,Shinhan Financial Group,South Korea,20100000000.0,2800000000.0,411900000000.0,18700000000.0,Investment Services,2001,,
282,ABB,Switzerland,34299999999.999996,2200000000.0,44400000000.0,44500000000.0,Conglomerates,1988,,146600.0
283,Diageo,United Kingdom,16700000000.0,3900000000.0,40900000000.0,98000000000.0,Beverages,1997,,30051.0
284,Bank of Beijing,China,17100000000.000002,3000000000.0,368100000000.0,20200000000.0,Major Banks,1995,Yan Bingzhu,14680.0
285,CNP Assurances,France,47600000000.0,1600000000.0,450400000000.0,16500000000.0,Diversified Insurance,1959,,5243.0
286,Japan Tobacco,Japan,20100000000.0,3500000000.0,49800000000.0,41200000000.0,Tobacco,1985,,63968.0
287,Oversea-Chinese Banking,Singapore,11000000000.0,3300000000.0,343100000000.0,36900000000.0,Regional Banks,1932,,29706.0
288,Indian Oil,India,64300000000.0,3400000000.0,45400000000.0,21900000000.0,Oil & Gas Operations,1959,,93096.0
289,Inditex,Spain,30700000000.0,4000000000.0,24900000000.0,98000000000.0,Apparel/Footwear Retail,1963,,174386.0
290,Dominion Resources,United States,13500000000.0,2400000000.0,77900000000.0,59900000000.0,Electric Utilities,1983,Thomas F. Farrell,21300.0
291,Sumitomo,Japan,46900000000.0,2700000000.0,72700000000.0,17900000000.0,Trading Companies,1919,,73016.0
292,Occidental Petroleum,United States,17600000000.0,4099999999.9999995,43900000000.0,46200000000.0,Oil & Gas Operations,1920,Vicki A. Hollub,11000.0
293,Reckitt Benckiser Group,United Kingdom,16800000000.0,2900000000.0,48000000000.0,53500000000.0,Household/Personal Care,1823,,37345.0
294,CRRC,China,32600000000.0,1700000000.0,52100000000.0,37800000000.0,Heavy Equipment,2007,,168600.0
295,Cathay Financial,Taiwan,28900000000.0,1700000000.0,299900000000.0,18000000000.0,Life & Health Insurance,2001,,54520.0
296,Kroger,United States,121200000000.0,3100000000.0,38700000000.0,20600000000.0,Food Retail,1883,,453000.0
297,Baidu,China,15400000000.0,4200000000.0,43300000000.0,59700000000.0,Computer Services,2000,,42267.0
298,Panasonic,Japan,73800000000.0,1900000000.0,57100000000.0,21300000000.0,Consumer Electronics,1918,,274143.0
299,Johnson Controls International,Ireland,29400000000.0,2300000000.0,48000000000.0,33500000000.0,Business & Personal Services,1885,,122000.0
300,Ecopetrol,Colombia,21900000000.0,3900000000.0,38900000000.0,39500000000.0,Oil & Gas Operations,1948,,
301,Canon,Japan,35800000000.0,2300000000.0,44700000000.0,30900000000.0,Business Products & Supplies,1973,,195056.0
302,Royal Ahold Delhaize N.V.,Netherlands,74100000000.0,2100000000.0,38100000000.0,28000000000.0,Food Retail,2016,,372000.0
303,Jardine Matheson,Hong Kong,42500000000.0,1700000000.0,86300000000.0,20200000000.0,Conglomerates,1832,,469000.0
304,Raytheon,United States,27100000000.0,2900000000.0,31900000000.0,51100000000.0,Aerospace & Defense,1922,,67000.0
305,Sunac China Holdings,China,18900000000.0,2500000000.0,104400000000.0,23600000000.0,Construction Services,2003,,19271.0
306,United Continental Holdings,United States,41900000000.0,2300000000.0,50600000000.0,23300000000.0,Airline,1934,Oscar Munoz,92000.0
307,United Overseas Bank,Singapore,10700000000.0,3000000000.0,284700000000.0,32900000000.0,Regional Banks,1935,,26153.0
308,Nippon Steel,Japan,54500000000.0,2500000000.0,70300000000.0,16200000000.0,Iron & Steel,1950,,93557.0
309,LyondellBasell Industries,United Kingdom,39000000000.0,4700000000.0,28300000000.0,34000000000.0,Diversified Chemicals,2013,,19450.0
310,Qualcomm,United States,21500000000.0,2200000000.0,34200000000.000004,96700000000.0,Semiconductors,1985,Steve M. Mollenkopf,35400.0
311,Safran,France,24800000000.0,1500000000.0,46400000000.0,56700000000.0,Aerospace & Defense,2005,,92639.0
312,Carnival,United States,19300000000.0,3100000000.0,43900000000.0,38900000000.0,Hotels & Motels,1972,,99200.0
313,SK Holdings,South Korea,92200000000.0,2000000000.0,107100000000.0,13100000000.0,Oil & Gas Operations,1962,,
314,State Street,United States,12500000000.0,2600000000.0,244600000000.0,26500000000.0,Investment Services,1969,Ronald Philip O'Hanley,40142.0
315,Orix,Japan,22300000000.0,2700000000.0,110500000000.0,18300000000.0,Consumer Financial Services,1964,,31890.0
316,Celgene,United States,15300000000.0,4000000000.0,35500000000.0,65900000000.00001,Biotechs,1986,,8852.0
317,American Electric,United States,16200000000.0,1900000000.0,71600000000.0,40900000000.0,Electric Utilities,1906,Nicholas K. Akins,17582.0
318,PayPal,United States,15500000000.0,2100000000.0,43300000000.0,125800000000.0,Consumer Financial Services,1998,Daniel H. Schulman,21800.0
319,EOG Resources,United States,17300000000.0,3400000000.0,33900000000.0,60300000000.0,Oil & Gas Operations,1985,William Robert Thomas,2800.0
320,Greenland Holdings Group,China,50900000000.0,1700000000.0,138300000000.0,14100000000.0,Real Estate,,,39091.0
321,LafargeHolcim,Switzerland,28100000000.0,1500000000.0,60600000000.0,31300000000.0,Construction Materials,1912,,77055.0
322,Henkel,Germany,23500000000.0,2700000000.0,34299999999.999996,43100000000.0,Household/Personal Care,1876,,53000.0
323,Posco,South Korea,59000000000.0,1500000000.0,70100000000.0,19000000000.0,Iron & Steel,1968,,
324,Natixis,France,17500000000.0,1700000000.0,566400000000.0,18600000000.0,Major Banks,1919,,21652.0
325,Mitsubishi Electric,Japan,41500000000.0,2200000000.0,37800000000.0,29100000000.0,Electrical Equipment,1921,,135160.0
326,Bridgestone,Japan,33100000000.0,2600000000.0,35200000000.0,29800000000.0,Auto & Truck Parts,1931,,143509.0
327,Archer Daniels Midland,United States,64300000000.0,1800000000.0,40800000000.0,23900000000.0,Food Processing,1902,,31600.0
328,Sun Hung Kai Properties,Hong Kong,8800000000.0,4800000000.0,92700000000.0,49300000000.0,Real Estate,1972,,37000.0
329,Toshiba,Japan,34400000000.0,7800000000.0,39400000000.0,17300000000.0,Electronics,1875,,141256.0
330,Surgutneftegas,Russia,22600000000.0,8400000000.0,74100000000.0,14000000000.0,Oil & Gas Operations,1990,,116000.0
331,Poste Italiane,Italy,35100000000.0,1700000000.0,238800000000.0,14000000000.0,Life & Health Insurance,1925,,122665.0
332,HDFC,India,10700000000.0,2500000000.0,86300000000.0,49700000000.0,Consumer Financial Services,1977,,2575.0
333,First Abu Dhabi Bank,United Arab Emirates,8100000000.0,3100000000.0,202600000000.0,47800000000.0,Regional Banks,1968,,
334,Mastercard,United States,15000000000.0,5900000000.0,24900000000.0,247100000000.0,Consumer Financial Services,2001,,14800.0
335,Kinder Morgan,United States,14200000000.0,1600000000.0,76300000000.0,43900000000.0,Oil Services & Equipment,2006,Steven J. Kean,11012.0
336,New China Life Insurance,China,23400000000.0,1200000000.0,106500000000.0,25600000000.0,Life & Health Insurance,1996,,38542.0
337,DNB,Norway,9200000000.0,2900000000.0,304300000000.0,31600000000.0,Major Banks,1822,,9638.0
338,SunTrust Banks,United States,10400000000.0,2800000000.0,215500000000.0,28100000000.0,Regional Banks,1984,Bill Rogers Jr.,22899.0
339,Danske Bank,Denmark,15400000000.0,2200000000.0,548200000000.00006,16600000000.000002,Major Banks,1871,,20683.0
340,Discover Financial Services,United States,12800000000.0,2700000000.0,110000000000.0,25200000000.0,Consumer Financial Services,1986,,16600.0
341,BCE,Canada,18100000000.0,2300000000.0,41800000000.0,40900000000.0,Telecommunications services,1970,,52790.0
342,Canadian Natural Resources,Canada,16200000000.0,2000000000.0,53900000000.0,37600000000.0,Oil & Gas Operations,1973,,9709.0
343,CaixaBank,Spain,12400000000.0,2300000000.0,442000000000.0,19900000000.0,Regional Banks,1980,Gonzalo Gortázar Rotaeche,37440.0
344,CSX,United States,12400000000.0,3400000000.0,38200000000.0,63900000000.0,Railroads,1827,James M. Foote,22500.0
345,Longfor Group Holdings,China,17300000000.0,2400000000.0,73800000000.0,21300000000.0,Real Estate,1993,,27010.0
346,TransCanada,Canada,10300000000.0,2900000000.0,72400000000.0,43200000000.0,Oil Services & Equipment,1951,,7081.0
347,Bank Of Shanghai,China,11800000000.0,2300000000.0,284600000000.0,20700000000.0,Regional Banks,1995,Youlian Hu,10459.0
348,Macquarie Group,Australia,11300000000.0,1900000000.0,148800000000.0,30800000000.0,Investment Services,1985,,14469.0
349,Fubon Financial,Taiwan,21900000000.0,1600000000.0,250600000000.0,14900000000.0,Investment Services,2001,,45174.0
350,Marubeni,Japan,67800000000.0,2400000000.0,63800000000.0,12300000000.0,Trading Companies,1858,,41353.0
351,Starbucks,United States,25300000000.0,3000000000.0,20000000000.0,94600000000.0,Restaurants,1987,Kevin Johnson,291000.0
352,Fannie Mae,United States,119100000000.0,16000000000.0,3418300000000.0,3100000000.0,Investment Services,1938,Hugh R. Frater,7400.0
353,Samsung Life Insurance,South Korea,26900000000.0,1500000000.0,259300000000.0,13400000000.0,Life & Health Insurance,1957,,
354,Tyson Foods,United States,40000000000.0,1900000000.0,32299999999.999996,26300000000.0,Food Processing,1935,Noel W. White,121000.0
355,Becton Dickinson,United States,17100000000.000002,1000000000.0,52900000000.0,61300000000.0,Medical Equipment & Supplies,1897,Vincent A. A. Forlenza,76032.0
356,Automatic Data Processing,United States,13800000000.0,1800000000.0,38800000000.0,70800000000.0,Business & Personal Services,1949,Carlos A. Rodriguez,57000.0
357,Humana,United States,56900000000.0,1700000000.0,25700000000.0,32600000000.0,Managed Health Care,1961,,43600.0
358,Standard Chartered,United Kingdom,24000000000.0,635000000.0,688800000000.0,28900000000.0,Major Banks,1969,Bill Winters,86021.0
359,Imperial Brands,United Kingdom,20700000000.0,1800000000.0,40200000000.0,31000000000.0,Tobacco,1901,,33800.0
360,Richemont,Switzerland,14500000000.0,3000000000.0,33400000000.0,42400000000.0,Specialty Stores,1988,,28740.0
361,Eaton,Ireland,21600000000.0,2100000000.0,31100000000.0,36100000000.0,Other Industrial Equipment,1911,,99000.0
362,Kering,France,16100000000.000002,3000000000.0,24400000000.0,72500000000.0,Apparel/Accessories,1963,,34795.0
363,Bank Rakyat Indonesia (BRI),Indonesia,9400000000.0,2300000000.0,90200000000.0,38800000000.0,Regional Banks,1895,- Suprajarto,60553.0
364,Couche Tard,Canada,59700000000.0,2000000000.0,22200000000.0,33700000000.000004,Food Retail,1980,,130000.0
365,Saudi Telecom,Saudi Arabia,13900000000.0,2900000000.0,29900000000.0,59700000000.0,Telecommunications services,1998,,
366,Stryker,United States,13600000000.0,3600000000.0,27200000000.0,67300000000.0,Medical Equipment & Supplies,1941,,36000.0
367,Freddie Mac,United States,70700000000.0,9200000000.0,2063100000000.0,1700000000.0,Investment Services,1970,Donald H. Layton,6642.0
368,Daiwa House Industry,Japan,36700000000.0,2200000000.0,39000000000.0,17800000000.0,Construction Services,1955,,42460.0
369,Heineken,Netherlands,26500000000.0,1100000000.0,49800000000.0,28300000000.0,Beverages,1863,,80425.0
